Router Name,Country Code,Bandwidth (KB/s),Uptime (Hours),IP Address,Hostname,ORPort,DirPort,Flag - Authority,Flag - Exit,Flag - Fast,Flag - Guard,Flag - Named,Flag - Stable,Flag - Running,Flag - Valid,Flag - V2Dir,Platform,Flag - Hibernating,Flag - Bad Exit,FirstSeen,ASName,ASNumber,ConsensusBandwidth,OrAddress
BowiesInSpace,US,2,484,172.104.32.15,li1612-15.members.linode.com,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2016-01-14,LINODE-AP Linode- LLC- US,63949,91,None
brotherjacob,DE,2,57,46.4.55.177,tor-exit-router.ins0mnia.net,1723,None,0,1,1,0,0,1,1,1,0,Tor 0.2.8.12 on Linux,0,0,2014-04-08,HETZNER-AS- DE,24940,304,None
Bukake,GB,2,633,89.191.199.245,89.191.199.245,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2014-04-19,SPRINTLINK - Sprint- US,1239,15,None
dannymx,US,2,9047,209.141.50.138,209.141.50.138,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.8-rc on Linux,0,0,2016-03-28,PONYNET - FranTech Solutions- US,53667,31,None
default,VN,2,5864,42.112.16.194,42.112.16.194,443,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.4.23 on Windows 7 [server],0,0,2016-06-27,FPT-AS-AP The Corporation for Financing & Promoting Technology- VN,18403,3,None
default,VN,2,105,42.112.16.193,42.112.16.193,443,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.4.23 on Windows 7 [server],0,0,2016-06-27,FPT-AS-AP The Corporation for Financing & Promoting Technology- VN,18403,1,None
default,VN,2,895,42.112.16.42,42.112.16.42,443,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.4.23 on Windows 7 [server],0,0,2015-07-22,FPT-AS-AP The Corporation for Financing & Promoting Technology- VN,18403,2,None
default,VN,2,6816,42.112.16.198,42.112.16.198,443,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.4.23 on Windows 7 [server],0,0,2016-06-27,FPT-AS-AP The Corporation for Financing & Promoting Technology- VN,18403,2,None
freefortor,TW,2,130,220.135.161.179,220-135-161-179.HINET-IP.hinet.net,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2017-03-04,HINET Data Communication Business Group- TW,3462,29,None
hostustor,US,2,19,216.189.147.154,216.189.147.154,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.5.12 on Linux,0,0,2017-04-09,HOSTUS-GLOBAL-AS HostUS- HK,7489,131,None
HowNowBrownCow,US,2,2492,72.220.169.168,ip72-220-169-168.sd.sd.cox.net,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.5.12 on Linux,0,0,2014-04-17,ASN-CXA-ALL-CCI-22773-RDC - Cox Communications Inc.- US,22773,73,None
idideditheconfig338,DE,2,388,80.241.220.221,vmi14032.contabo.host,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2015-02-11,CONTABO- DE,51167,101,None
ididedittheconfig,CZ,2,57,78.102.12.23,78.102.12.23.static.b2b.upcbusiness.cz,9492,1030,0,0,0,0,0,0,1,1,1,Tor 0.2.7.6 on Linux,0,0,2017-04-07,LGI-UPC formerly known as UPC Broadband Holding B.V.- AT,6830,47,None
ididnteditheconfig,US,2,5,96.18.183.135,96-18-183-135.cpe.cableone.net,9091,None,0,0,0,0,0,0,1,1,0,Tor 0.2.9.10 on Linux,0,0,2017-03-30,CABLEONE - CABLE ONE- INC.- US,11492,20,None
ifigenia,DE,2,1654,5.9.98.43,static.43.98.9.5.clients.your-server.de,443,80,0,0,0,0,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2016-09-07,HETZNER-AS- DE,24940,3,None
jabbercccde,AT,2,695,146.255.57.228,ip146255057228.rev.nessus.at,9001,None,0,0,0,0,0,1,1,1,0,Tor 0.2.4.27 on Linux,0,0,2011-08-24,NESSUS- AT,47692,1,None
kooljack,RE,2,30,165.90.188.168,165.90.188.168,9001,9030,0,0,0,0,0,0,1,1,1,Tor 0.2.9.9 on Linux,0,0,2016-08-16,PARABOLE-REUNION- RE,327956,1,None
KrystalCook,VN,2,61,27.64.126.60,localhost,9060,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2017-01-27,VIETEL-AS-AP Viettel Corporation- VN,7552,45,None
meinegte,DE,2,216,87.181.91.217,p57B55BD9.dip0.t-ipconnect.de,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.8.10 on Linux,0,0,2015-05-24,DTAG Internet service provider operations- DE,3320,33,None
middleTest,DE,2,7,54.93.169.248,ec2-54-93-169-248.eu-central-1.compute.amazonaws.com,9001,9030,0,0,0,0,0,0,1,1,1,Tor 0.2.7.6-dev on Linux,0,0,2017-04-09,AMAZON-02 - Amazon.com- Inc.- US,16509,20,None
mordoc,DE,2,255,136.243.149.82,static.82.149.243.136.clients.your-server.de,443,80,0,0,0,0,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-09-21,HETZNER-AS - DE,24940,5,None
murrzik,RU,2,1137,5.129.250.173,dhcp-173-250-129-5.metro86.ru,10000,None,0,0,0,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2013-10-23,METRO-SET-AS Metroset Autonomous System- RU,50923,23,None
novokuznetsk32,RU,2,6,89.249.133.165,89.249.133.165,418,64090,0,0,0,0,0,0,1,1,1,Tor 0.2.7.6 on Windows 7,0,0,2016-02-14,CSIT-AS- RU,41311,5,None
nyx4you,NL,2,5946,128.199.47.235,128.199.47.235,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-08-05,DIGITALOCEAN-ASN-3 - NL,202018,33,None
OneFreeInternet,DE,2,360,94.114.189.69,ip-94-114-189-69.unity-media.net,443,25,0,0,1,0,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2014-04-08,LGI-UPC formerly known as UPC Broadband Holding B.V.- AT,6830,30,None
Pathfinder,SK,2,387,82.119.233.36,82.119.233.36,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2015-05-04,GTS-SK-AS Bratislava- Slovak Republic- CZ,5578,15,None
SCggHJTyWbtzDA9YZi,AT,2,508,78.142.175.70,torero.30hd.org,443,None,0,1,0,0,0,1,1,1,0,Tor 0.2.7.4-rc on Linux,0,0,2008-05-15,UTA-AS- AT,8437,2,None
serpent,US,2,1057,136.168.201.153,ccrps33.cs.csubak.edu,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.4.27 on Linux,0,0,2015-02-02,CSUNET-NW - California State University- Office of the Chancellor- US,2152,79,None
Soyuz,HK,2,25,103.10.199.100,103-10-199-100.pacswitch.com,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2015-12-12,PSWITCH-HK PACSWITCH IP NETWORK- HK,55536,65,None
Tor20150613,DE,2,16,88.217.109.83,ppp-88-217-109-83.dynamic.mnet-online.de,8080,None,0,0,0,0,0,0,1,1,0,Tor 0.2.7.6 on Linux,0,0,2016-03-02,MNET-AS Germany- DE,8767,20,None
torexitrendrag,AU,2,223,221.121.153.184,minbar.rendrag.net,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.6.10 on Linux,0,0,2015-10-23,AS45671-NET-AU Wholesale Services Provider- AU,45671,16,None
TorrY,DE,2,15,89.12.132.220,x590c84dc.dyn.telefonica.de,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-09-19,TDDE-ASN1- DE,6805,37,None
totoxx01,FR,2,11,77.151.20.214,214.20.151.77.rev.sfr.net,443,9030,0,1,0,0,0,0,1,1,1,Tor 0.2.8.7 on Windows 8,0,0,2016-10-25,LDCOMNET - FR,15557,9,None
TumpangLalu,SG,2,13,128.199.211.44,128.199.211.44,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.3.0.4-rc on Linux,0,0,2017-04-08,DIGITALOCEAN-AS-AP Digital Ocean- Inc.- SG,133165,199,None
UbuntuCore160,IT,2,5,5.88.206.140,net-5-88-206-140.cust.vodafonedsl.it,46553,None,0,0,1,0,0,0,1,1,0,Tor 0.2.9.10 on Linux,0,0,2017-03-21,VODAFONE-IT-ASN- IT,30722,120,None
Unnamed,US,2,20,138.68.245.159,138.68.245.159,443,80,0,0,1,0,0,0,1,1,1,Tor 0.2.5.12 on Linux,0,0,2017-04-09,DIGITALOCEAN-ASN - Digital Ocean- Inc.- US,14061,258,None
viator,US,2,18,174.63.80.6,c-174-63-80-6.hsd1.ma.comcast.net,9443,None,0,0,0,0,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2016-06-08,COMCAST-7922 - Comcast Cable Communications- LLC- US,7922,7,None
ZankleRotaryEngine,CA,2,664,24.246.53.235,24-246-53-235.cable.teksavvy.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2015-11-22,TEKSAVVY - TekSavvy Solutions- Inc.- CA,5645,39,None
456e,VN,1,95,123.30.136.71,mneast.brighterlook.net,443,80,0,0,0,0,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2015-04-25,VNPT-AS-VN Vietnam Posts and Telecommunications (VNPT)- VN,7643,14,None
78sd6sd5r477sd50d0,DE,1,437,79.214.123.105,p4FD67B69.dip0.t-ipconnect.de,9001,None,0,0,0,0,0,1,1,1,0,Tor 0.2.9.9 on Linux,0,0,2017-03-21,DTAG Internet service provider operations- DE,3320,31,None
ADKP,FR,1,2087,185.41.154.130,vps-4032.fhnet.fr,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-05-14,FIRSTHEBERG - FR,197922,22,None
admin,FR,1,81,51.254.123.155,155.ip-51-254-123.eu,110,None,0,0,0,0,0,0,1,1,0,Tor 0.2.9.10 on Linux,0,0,2017-03-26,OVH- FR,16276,35,None
agentsmith,RU,1,11,77.75.12.238,pppoe-77-75-12-238.ppp.kmv.ru,40000,40001,0,0,1,0,0,0,1,1,1,Tor 0.2.9.10 on Linux,0,0,2017-04-07,ASN-POSTLTD- RU,12494,68,None
AlexPlotz,RU,1,227,176.114.128.117,host-176-114-128-117.teleos.ru,443,80,0,0,0,0,0,1,1,1,1,Tor 0.2.7.6 on Windows 7,0,0,2016-01-27,TELEOS-1-AS- RU,43274,4,None
alextor,RU,1,1906,91.202.46.189,client-46-189.cactus-net.ru,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2017-01-19,CACTUS-AS- RU,44640,27,None
AlexxxTorServer,RU,1,17,82.202.150.60,82.202.150.60,9001,None,0,0,0,0,0,0,1,1,0,Tor 0.2.7.6 on FreeBSD,0,0,2017-04-06,SITENETWORK-AS Sakhalin- Russia- RU,30745,11,None
Amanita,DE,1,20,5.28.71.64,cable-5-28-71-64.cust.telecolumbus.net,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.9.10 on FreeBSD,0,0,2016-09-18,TELECOLUMBUS - DE,20880,206,[2a02:2450:1029:6:21f:caff:fe00:1016]:443
Anosognosia,US,1,160,159.118.172.178,159-118-172-178.cpe.cableone.net,60376,54538,0,0,1,0,0,1,1,1,1,Tor 0.3.0.4-rc on Linux,0,0,2017-02-20,CABLEONE - CABLE ONE- INC.- US,11492,31,None
AnotherOnion,DE,1,679,88.99.104.94,static.94.104.99.88.clients.your-server.de,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2017-01-08,HETZNER-AS- DE,24940,21,None
ATDT,DE,1,2619,212.60.130.72,212.60.130.72,9001,None,0,0,0,0,0,1,1,1,0,Tor 0.2.9.8 on Linux,0,0,2015-11-21,TAL-DE Robertstrasse 6- DE,8820,12,None
atio,NL,1,125,84.245.30.154,84.245.30.154,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.9 on Linux,0,0,2016-12-27,CAMBRIUM-AS - NL,25596,34,None
AWDrelay,US,1,853,54.244.208.214,ec2-54-244-208-214.us-west-2.compute.amazonaws.com,9001,None,0,0,0,0,0,1,1,1,0,Tor 0.2.9.9 on Linux,0,0,2017-03-05,AMAZON-02 - Amazon.com- Inc.- US,16509,22,None
banana,US,1,352,69.115.145.16,ool-45739110.dyn.optonline.net,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2014-07-07,CABLE-NET-1 - Cablevision Systems Corp.- US,6128,17,None
basajaun,ES,1,466,85.87.233.119,119.85-87-233.dynamic.clientes.euskaltel.es,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-02-23,EUSKALTEL- ES,12338,5,None
baTORman,DE,1,164,91.8.216.153,p5B08D899.dip0.t-ipconnect.de,9666,9830,0,0,0,0,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2016-06-01,DTAG Internet service provider operations- DE,3320,23,None
BBSTor,US,1,4695,52.90.84.21,ec2-52-90-84-21.compute-1.amazonaws.com,443,None,0,0,0,0,0,1,1,1,0,Tor 0.2.8.7 on Linux,0,0,2016-04-16,AMAZON-AES - Amazon.com- Inc.- US,14618,24,None
BelarusFreedom,US,1,958,198.199.90.51,198.199.90.51,9001,None,0,0,0,0,0,1,1,1,0,Tor 0.2.9.9 on Linux,0,0,2015-06-18,SERVERSTACK-ASN - ServerStack- Inc.- US,46652,27,None
birdlaw,US,1,291,100.15.39.173,pool-100-15-39-173.washdc.fios.verizon.net,9090,9091,0,0,0,0,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2013-12-21,UUNET - MCI Communications Services- Inc. d/b/a Verizon Business- US,701,16,None
Bl4ckH4wk,DE,1,20,77.23.138.31,ip4d178a1f.dynamic.kabel-deutschland.de,443,80,0,0,0,0,0,0,1,1,1,Tor 0.2.5.12 on Linux,0,0,2017-04-09,KABELDEUTSCHLAND-AS- DE,31334,20,None
blueWhale,CL,1,896,37.235.52.67,67-52-235-37.static.edis.at,443,8080,0,0,0,0,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2014-09-25,iHosting Servicios Internet Ltda.- CL,28099,21,None
bolken,HK,1,6373,43.240.12.58,scdc.worra.com,443,80,0,0,0,0,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-03-28,CLOUDIE-AS-AP Cloudie Limited- HK,55933,16,None
boustrophedonne,US,1,676,204.152.220.247,204.152.220.247.static.quadranet.com,9831,None,0,0,0,0,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2016-11-23,ASN-QUADRANET-GLOBAL - QuadraNet- Inc- US,8100,24,None
Brandon,DE,1,564,77.23.251.101,ip4d17fb65.dynamic.kabel-deutschland.de,9001,None,0,0,0,0,0,1,1,1,0,Tor 0.2.4.27 on Linux,0,0,2017-01-10,KABELDEUTSCHLAND-AS - DE,31334,24,None
BrassHornRelay06,CZ,1,851,31.31.75.181,31.31.75.181,4443,None,0,0,0,0,0,1,1,1,0,Tor 0.2.8.12 on Linux,0,0,2014-07-16,WEDOS- CZ,197019,20,[2a02:2b88:2:1::311f:1]:4443
brazoslink,US,1,124,69.39.49.201,usr-bryantx-wisp-69-39-49-201.tconline.net,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.9.10 on Darwin,0,0,2015-12-18,RISE-TX-AS36049 - JAB Wireless- INC.- US,36049,17,None
bubbles,US,1,361,172.104.46.136,li1626-136.members.linode.com,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.9 on Linux,0,0,2017-03-18,LINODE-AP Linode- LLC- US,63949,21,None
Bundesgebaermutter,DE,1,159,88.72.84.51,dslb-088-072-084-051.088.072.pools.vodafone-ip.de,8080,None,0,0,0,0,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2016-08-09,VODANET International IP-Backbone of Vodafone- DE,3209,7,None
bundestor,DE,1,81,87.133.28.168,p57851CA8.dip0.t-ipconnect.de,9009,9030,0,0,0,0,0,0,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-04-13,DTAG Internet service provider operations- DE,3320,39,None
BurnerMeetsTOR,DE,1,94,84.160.66.233,p54A042E9.dip0.t-ipconnect.de,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.5.12 on Linux,0,0,2017-04-05,DTAG Internet service provider operations- DE,3320,47,None
burntout,GB,1,5823,81.95.52.68,apple.rat.burntout.org,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2014-07-11,AVENSYS 180 Attercliffe Road- GB,8553,19,None
cabbage,US,1,114,67.185.87.129,c-67-185-87-129.hsd1.wa.comcast.net,9001,None,0,0,0,0,0,1,1,1,0,Tor 0.2.7.6 on Linux,0,0,2017-02-18,COMCAST-7922 - Comcast Cable Communications- LLC- US,7922,2,None
cain,IS,1,1835,37.235.49.124,124-49-235-37.static.edis.at,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2014-04-10,THORDC-AS- IS,50613,24,None
CaptainPlato,DE,1,1293,188.193.109.132,ipbcc16d84.dynamic.kabel-deutschland.de,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.9.9 on FreeBSD,0,0,2015-10-13,KABELDEUTSCHLAND-AS - DE,31334,9,None
chewbacka,SE,1,1733,178.174.180.56,178.174.180.56,9001,None,0,0,0,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-02-16,TYFON Tyfon Svenska AB - Sweden- SE,21250,31,None
Chipmunk,NL,1,1208,83.128.173.61,061-173-128-083.dynamic.caiway.nl,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2017-01-19,KABELFOON CAIW Autonomous System- NL,15435,22,None
clod,MX,1,1612,201.131.126.201,201-131-126-201.static.dimenoc.com,29346,30692,0,0,0,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2017-02-01,DIMENOC - HostDime.com- Inc.- US,33182,10,None
copr,US,1,2183,168.235.69.79,168.235.69.79,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2015-10-13,RAMNODE - RamNode LLC- US,3842,23,None
cosinpub,DE,1,491,78.47.153.157,www.cosin.eu,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2017-01-04,HETZNER-AS- DE,24940,16,None
creaghan,TH,1,6603,119.59.127.104,119.59.127.104,443,80,0,0,0,0,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-03-18,METRABYTE-TH 453 Ladplacout Jorakhaebua- TH,56067,5,None
crominhismountain,IE,1,308,109.255.189.135,109.255.189.135,9001,None,0,0,0,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2014-12-29,LGI-UPC formerly known as UPC Broadband Holding B.V.- AT,6830,21,None
CTFLynx,BR,1,349,200.229.193.194,200.229.193.194,993,143,0,0,0,0,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2016-09-16,Telefonica Data S.A.- BR,11419,17,None
CTPELOK,UA,1,208,195.238.190.101,195.238.190.101,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-12-10,NORMA-PLUS-AS - UA,34065,24,None
Cynogen,NZ,1,180,121.99.228.14,static-cpe-pool.orcon.net.nz,9001,None,0,0,0,0,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2015-11-27,CALLPLUS-NZ-AP CallPlus Services Limited- NZ,9790,23,None
Daaman,FI,1,628,94.22.131.11,a267.ip16.netikka.fi,9001,None,0,0,0,0,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2016-12-19,ANVIA Silmukkatie 6- Vaasa- Finland- FI,15527,17,None
daedalus,DE,1,826,217.11.57.226,daedalus.besn.at,9001,None,0,0,0,0,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2014-04-18,MANITU- DE,34240,27,None
damoat,US,1,26,192.184.81.160,acrossthemoat.com,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.7.6 on OpenBSD,0,0,2014-09-05,RAMNODE - RamNode LLC- US,3842,16,None
darkwebv1,US,1,3859,50.151.45.7,c-50-151-45-7.hsd1.il.comcast.net,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2015-08-28,COMCAST-7922 - Comcast Cable Communications- LLC- US,7922,25,None
daszwiebelprinzip,CH,1,32,83.173.198.226,226.198.173.83.static.wline.lns.sme.cust.swisscom.ch,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-11-26,SWISSCOM Swisscom (Switzerland) Ltd- CH,3303,20,None
Debianer,DE,1,3830,95.143.172.214,puppis.uberspace.de,61058,64671,0,0,0,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-03-21,RHTEC-AS rh-tec IP Backbone- DE,25560,25,None
deepcyenwet14,RU,1,361,93.120.215.152,93-120-215-152.dynamic.mts-nn.ru,9001,None,0,0,0,0,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2017-02-21,ROSTELECOM-AS - RU,12389,25,None
default,US,1,177,24.171.80.72,24-171-80-72.dhcp.vinc.in.charter.com,443,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.4.23 on Windows 7,0,0,2016-10-06,CHARTER-NET-HKY-NC - Charter Communications- US,20115,14,None
default,RU,1,558,78.139.114.40,40-114-139-78.kamensktel.ru,443,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.9.10 on Windows 7,0,0,2016-01-23,KAMENSKTEL-AS Pobedy Str.37b- Kamensk-Uralsky- RU,39812,11,None
default,FR,1,273,5.135.83.97,ip97.ip-5-135-83.eu,443,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.4.23 on Windows 7,0,0,2016-10-05,OVH- FR,16276,20,None
default,DE,1,4,92.228.96.89,x5ce46059.dyn.telefonica.de,444,9030,0,0,0,0,0,0,1,1,1,Tor 0.2.9.10 on Windows XP,0,0,2014-04-09,TDDE-ASN1- DE,6805,6,None
default,SE,1,219,83.233.76.111,c-83-233-76-111.cust.bredband2.com,443,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.4.19 on Windows XP,0,0,2014-01-11,BREDBAND2 - SE,29518,9,None
default,DE,1,61,78.42.84.9,HSI-KBW-078-042-084-009.hsi3.kabel-badenwuerttemberg.de,443,9030,0,0,0,0,0,0,1,1,1,Tor 0.2.4.23 on Windows 8,0,0,2016-04-19,KABELBW-ASN- DE,29562,23,None
default,IN,1,130,27.4.220.90,27.4.220.90,443,9030,0,0,0,0,0,0,1,1,1,Tor 0.2.4.23 on Windows 7,0,0,2015-09-14,HATHWAY-NET-AP Hathway IP Over Cable Internet- IN,17488,2,None
default,CH,1,319,46.255.172.89,89-172-255-46.dyn.cable.fcom.ch,443,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.4.23 on Windows XP,0,0,2016-12-03,FINECOM Quickline AG (former Finecom Telecommunications AG / EBM Telecom)- CH,15600,21,None
default,DE,1,3,88.65.44.42,dslb-088-065-044-042.088.065.pools.vodafone-ip.de,443,9030,0,0,0,0,0,0,1,1,1,Tor 0.2.4.23 on Windows 7,0,0,2016-11-27,VODANET International IP-Backbone of Vodafone- DE,3209,14,None
default,JP,1,332,133.232.230.52,pl8756.ag2222.nttpc.ne.jp,443,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.4.23 on Windows 8,0,0,2015-05-24,INFOSPHERE NTT PC Communications- Inc.- JP,2514,31,None
default,KR,1,6,112.149.220.213,112.149.220.213,443,9030,0,0,0,0,0,0,1,1,1,Tor 0.2.8.11 on Windows 8,0,0,2016-05-22,POWERVIS-AS-KR LG POWERCOMM- KR,17858,37,None
default,US,1,352,108.51.145.34,pool-108-51-145-34.washdc.fios.verizon.net,443,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.9.10 on Windows 7 [server],0,0,2013-12-27,UUNET - MCI Communications Services- Inc. d/b/a Verizon Business- US,701,13,None
default,JP,1,16,219.162.173.103,p2103-ipad03wakayama.wakayama.ocn.ne.jp,443,9030,0,0,0,0,0,0,1,1,1,Tor 0.2.9.10 on Windows 7,0,0,2017-01-02,OCN NTT Communications Corporation- JP,4713,1,None
default,DE,1,8,46.5.143.224,HSI-KBW-046-005-143-224.hsi8.kabel-badenwuerttemberg.de,443,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.8.7 on Windows 8,0,0,2016-07-05,KABELBW-ASN- DE,29562,574,None
default12345,JP,1,266,153.248.6.151,p999151-omed01.tokyo.ocn.ne.jp,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2016-11-23,OCN NTT Communications Corporation- JP,4713,4,None
DeltaLimaCharlie,DE,1,2577,88.198.36.36,smtp.dela.camp,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-01-07,HETZNER-AS- DE,24940,24,None
DisasterMovie,IL,1,777,81.218.138.3,bzq-218-138-3.cablep.bezeqint.net,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-09-05,BEZEQ-INTERNATIONAL-AS Bezeqint Internet Backbone- IL,8551,1,None
discworld,US,1,767,99.52.176.162,99-52-176-162.lightspeed.oshkwi.sbcglobal.net,9001,None,0,0,0,0,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2015-06-12,ATT-INTERNET4 - AT&T Services- Inc.- US,7018,15,None
DKTOR002,DK,1,668,178.155.167.35,b29ba723.rev.stofanet.dk,9001,None,0,0,0,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-09-22,STOFANET - DK,197288,2,None
DormNET,US,1,2639,73.24.36.58,c-73-24-36-58.hsd1.ar.comcast.net,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2015-11-11,COMCAST-7922 - Comcast Cable Communications- LLC- US,7922,23,None
dragontor,DK,1,2526,213.140.92.199,d58c5cc7.rev.dansknet.dk,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-11-25,DANSKNET Markedsgade 8- 1- DK,35158,22,None
DrCYGGreenfelderJr,US,1,1219,128.95.247.48,128.95.247.48,8444,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.9.9 on CYGWIN_NT-6.1,0,0,2017-02-18,WASHINGTON-AS - University of Washington- US,73,1,None
duruy,VN,1,9048,125.212.217.197,125.212.217.197,443,80,0,0,0,0,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-03-28,VIETEL-AS-AP Viettel Corporation- VN,7552,7,None
EarthChairmanHandle,US,1,2058,70.115.155.92,cpe-70-115-155-92.austin.res.rr.com,9001,None,0,0,0,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-12-30,SCRR-11427 - Time Warner Cable Internet LLC- US,11427,35,None
elkx,EE,1,406,185.7.254.67,185.7.254.67,9001,None,0,0,0,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-04-16,ELKDATA- EE,61189,24,None
ERP,US,1,335,24.56.240.170,c-24-56-240-170.customer.broadstripe.net,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2017-03-26,AS-VOBIZ - vanoppen.biz LLC- US,11404,32,None
esrock,US,1,1868,73.45.37.75,c-73-45-37-75.hsd1.il.comcast.net,443,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.8.7 on Windows 7,0,0,2014-06-14,COMCAST-7922 - Comcast Cable Communications- LLC- US,7922,17,None
